Date,710FN3_Damper(%),Water_Mix1(m3-h),Water_Mix2(m3-h),Killn_Speed(rpm),TG_Zone1_Temp(deg),710FN1_Damper(%),730FN1_Damper(%),Grate_Feed(ton),OffGas(deg),WF5(t-h),WF6(t-h),Grate_Speed(rpm)
07-12-2019,47.12,1.15,1.15,1.74,207.71,61.43,38.04,12868.94,785,20.78,20.84,5.88
08-12-2019,47.49,1.29,1.21,1.74,211.5,60.02,37.48,12699.19,783.41,21.18,20.34,5.64
09-12-2019,48.88,1.53,1.55,1.74,211.94,60.83,36.56,12795.74,781.94,11.47,11.85,5.71
10-12-2019,46.33,1.59,1.6,1.73,209.63,57.69,36.38,12654.76,794.78,21.1,20.68,5.74
11-12-2019,40.93,1.24,1.2,1.71,211.91,48.43,31.74,11009.64,820.08,0.21,0.65,4.88
12-12-2019,42.08,1.56,1.52,1.71,206.76,54.16,33.26,11561.56,819.03,20.56,20.23,5.29
13-12-2019,44.16,1.03,1.08,1.72,209.27,52.87,34.8,12234.54,819.88,18.49,17.87,5.6
14-12-2019,48.16,1.11,1.12,1.72,203.39,62.47,37.1,12865.11,812,19.76,19.79,5.85
15-12-2019,45.45,1.26,1.25,1.72,205.23,59.28,37.21,12716.63,809.11,21.51,20.83,5.9
16-12-2019,45.9,0.96,0.97,1.72,203.25,67.79,37.38,12967.55,805.95,23.13,23.34,5.77
17-12-2019,49.04,1.34,1.35,1.72,210.81,65.8,36.9,12877.39,809.44,9.12,9.25,5.8
18-12-2019,46.91,1.49,1.45,1.72,200.29,60.38,35.88,12697.02,769.09,13.46,13.4,5.74
19-12-2019,45.74,2.21,2.12,1.72,205.02,54.81,35.83,12553.59,786.81,9.32,9.14,5.67
20-12-2019,46.06,2.05,2.03,1.72,198.7,56.74,36.46,13065.57,775.97,17.93,17.83,5.81
21-12-2019,43.03,2.46,2.46,1.72,200.67,54.45,34.62,12161.73,770.55,22.31,19.98,5.6
22-12-2019,45.46,1.66,1.63,1.72,206.61,59.18,36.93,12934.86,780.24,21.58,21.3,5.86
23-12-2019,44.6,1.11,1.09,1.72,210.32,55.94,36.32,12779.44,778.26,17.08,16.8,5.76
24-12-2019,48.37,0.54,0.4,1.72,221.56,59.77,36.63,13021.05,766.69,22.76,22.67,5.67
25-12-2019,49.05,0.9,0.91,1.72,227.52,57.08,35.71,12864.09,754.66,22.54,22.16,5.82
26-12-2019,43.11,1.13,1.13,1.72,215.74,50.58,33.78,11779.91,785.54,23.07,23.05,5.31
27-12-2019,42.41,1.46,1.46,1.72,215.1,50.16,34.46,12296.36,771.67,18.21,17.6,5.48
28-12-2019,43.33,1.39,1.41,1.72,215.72,60.6,36.37,13042.51,771.35,25.52,25.88,5.97
29-12-2019,44.83,1.07,1.07,1.72,212.44,54.71,36.81,13028.87,764.18,24.9,24.98,5.87
30-12-2019,41.95,1.11,1.06,1.72,217.68,57,36.31,12958.73,765.12,13.35,13.04,5.97
31-12-2019,41.46,0.6,0.51,1.72,214.3,57.58,37.16,12994.84,752.04,24.98,24.41,6.1
01-01-2020,30.62,0.25,0.24,1.67,173.95,37.87,30.35,8577.98,758.64,18.37,17.71,4.02
02-01-2020,0,0,0,0.84,40.8,0,6.55,0.9,767.52,0,0,0
03-01-2020,24.95,0.66,0.62,1.24,132.03,31.93,20.6,6652.18,842.9,5,4.78,3.21
04-01-2020,19.96,0.18,0.09,1.44,155.05,21.39,16.56,3901.74,854.41,4.5,4.5,1.86
05-01-2020,6.43,0.4,0.66,1.09,79.06,6.77,8.08,1471.88,799.18,0,0,0.67
06-01-2020,34.36,1.3,1.3,1.52,205.92,39.7,26.86,9232.52,843.7,13.76,13.8,4.35
07-01-2020,15.29,0.79,0.8,1.54,177.15,23.51,15.26,4792.4,829.14,1.43,1.43,2.2
08-01-2020,16.17,0.84,0.81,1.49,148.95,23.03,18.15,4141.34,798.41,0,0,2.01
09-01-2020,43.75,1.42,1.42,1.68,216.54,50.25,35.38,11785.42,813.41,19.82,19.51,5.46
10-01-2020,46.72,1.1,1.1,1.72,220.07,56.45,36.23,12512.85,795.93,24.84,24.78,6.04
11-01-2020,43.82,1.55,1.47,1.72,210.62,55.33,36.1,12715.55,777.7,12.2,12.48,6.16
12-01-2020,45.78,0.69,0.67,1.7,212.95,54.97,36.07,12603.88,779.15,25.26,24.44,6.02
13-01-2020,37.6,0.91,0.92,1.67,206.04,46.28,31.23,10169.65,778.53,10.43,10.46,4.84
14-01-2020,34.42,1.18,1.16,1.66,179.58,45.93,30.18,10009.92,781.55,11.1,10.89,4.84
15-01-2020,46.04,1.52,1.52,1.72,216.43,57.92,36.79,12608.95,796.67,10.59,10.53,6.24
16-01-2020,44.07,2.15,2.14,1.72,205.77,58.24,37.45,12665.44,787.85,17.82,17.61,6.29
17-01-2020,47.44,1.98,1.98,1.7,201.21,66.46,35.67,12887.13,788.44,27.17,27.16,6.17
18-01-2020,49.97,1.66,1.67,1.71,212.23,60.1,35.78,12484.15,790.35,13.27,13.22,6.03
19-01-2020,46.08,1.48,1.48,1.72,195.5,61.62,36.92,13194.98,772.56,27.18,27.26,6.32
20-01-2020,46.59,1.64,1.65,1.72,206.55,59.47,36.45,13050.49,778.74,17.25,17.34,6.32
21-01-2020,45.53,1.81,1.87,1.72,199.6,62.88,36.94,13017.56,796.42,9.74,10.11,6.35
22-01-2020,42.63,0.57,0.53,1.72,200.82,55.7,33.94,11834.92,797.94,23.44,23.25,5.95
23-01-2020,46.04,0.72,0.72,1.72,201.34,66.23,37.09,12958.1,805.39,20.32,20.13,6.2
24-01-2020,45.22,1.2,1.18,1.72,204.27,68.27,37.28,12933.83,792.44,13.2,12.5,6.19
25-01-2020,47.08,0.84,0.79,1.72,205.41,69.43,37.3,13071.38,791.53,12.8,12.79,6.17
26-01-2020,44.94,1.65,1.63,1.72,208.69,64.76,35.76,12327.37,805.52,20.17,19.7,5.91
