Date,Time,Blane_before_hpgr
12/4/2019,5:05:00,1691
12/4/2019,13:05:00,1691
12/4/2019,21:05:00,1691
12/5/2019,13:05:00,1779
12/5/2019,21:05:00,1779
12/6/2019,5:05:00,1721
12/6/2019,13:05:00,1779
12/6/2019,21:05:00,1660
12/7/2019,21:05:00,1835
12/8/2019,5:05:00,1807
12/8/2019,13:05:00,1750
12/8/2019,21:05:00,1779
12/9/2019,5:05:00,1779
12/9/2019,13:25:00,1721
12/9/2019,21:06:00,1807
12/10/2019,5:05:00,1835
12/10/2019,13:05:00,1691
12/10/2019,21:05:00,1863
12/11/2019,5:05:00,1721
12/11/2019,21:05:00,1721
12/12/2019,5:05:00,1721
12/12/2019,13:05:00,1750
12/12/2019,21:05:00,1807
12/13/2019,5:05:00,1779
12/13/2019,13:05:00,1721
12/13/2019,21:05:00,1995
12/14/2019,5:20:00,1807
12/14/2019,13:05:00,1721
12/14/2019,21:05:00,1750
12/15/2019,5:05:00,1721
12/15/2019,13:05:00,1629
12/15/2019,21:05:00,1660
12/16/2019,5:05:00,1779
12/16/2019,13:05:00,1779
12/16/2019,21:05:00,1779
12/17/2019,5:05:00,1721
12/17/2019,13:05:00,1779
12/17/2019,21:05:00,1779
12/18/2019,5:05:00,1779
12/18/2019,13:05:00,1835
12/18/2019,21:05:00,1807
12/19/2019,5:05:00,1750
12/19/2019,13:05:00,1691
12/19/2019,21:05:00,1835
12/20/2019,5:05:00,1721
12/20/2019,13:05:00,1835
12/20/2019,21:05:00,1863
12/21/2019,5:05:00,1721
12/21/2019,21:05:00,1691
12/22/2019,5:05:00,1691
12/22/2019,13:05:00,1779
12/22/2019,21:20:00,1779
12/23/2019,5:05:00,1750
12/23/2019,13:05:00,1807
12/23/2019,21:05:00,1750
12/24/2019,5:05:00,1750
12/24/2019,13:05:00,1750
12/24/2019,21:05:00,1807
12/25/2019,5:05:00,1750
12/25/2019,13:05:00,1750
12/25/2019,21:05:00,1750
12/26/2019,5:05:00,1750
12/26/2019,13:05:00,1691
12/26/2019,21:05:00,1779
12/27/2019,5:05:00,1598
12/27/2019,13:05:00,1691
12/27/2019,21:05:00,1807
12/28/2019,5:05:00,1598
12/28/2019,13:05:00,1750
12/28/2019,21:05:00,1691
12/29/2019,5:05:00,1750
12/29/2019,21:05:00,1721
12/30/2019,5:05:00,1750
12/30/2019,13:05:00,1629
12/31/2019,5:05:00,1835
12/31/2019,13:05:00,1598
12/31/2019,21:05:00,1779
1/1/2020,5:05:00,1807
1/1/2020,13:05:00,1779
1/1/2020,21:05:00,1721
1/3/2020,21:05:00,1835
1/4/2020,5:05:00,1807
1/6/2020,13:05:00,1750
1/7/2020,5:05:00,1721
1/8/2020,5:05:00,1721
1/9/2020,5:05:00,1750
1/9/2020,21:05:00,1598
1/10/2020,5:00:00,1779
1/10/2020,13:05:00,1721
1/10/2020,21:05:00,1598
1/11/2020,13:05:00,1721
1/11/2020,21:05:00,1660
1/12/2020,5:05:00,1779
1/12/2020,13:05:00,1721
1/12/2020,21:05:00,1721
1/13/2020,13:05:00,1807
1/13/2020,21:05:00,1807
1/14/2020,21:05:00,1779
1/15/2020,13:05:00,1565
1/15/2020,21:05:00,1721
1/16/2020,21:05:00,1779
1/17/2020,5:05:00,1750
1/17/2020,13:05:00,1750
1/17/2020,21:05:00,1835
1/18/2020,5:05:00,1750
1/18/2020,13:05:00,1750
1/18/2020,21:10:00,1750
1/19/2020,5:05:00,1750
1/19/2020,13:05:00,1779
1/19/2020,21:05:00,1750
1/20/2020,5:05:00,1741
1/20/2020,13:05:00,1741
1/20/2020,21:05:00,1647
1/21/2020,5:05:00,1816
1/21/2020,13:05:00,1741
1/21/2020,21:05:00,1711
1/22/2020,5:05:00,1757
1/22/2020,13:05:00,1711
1/22/2020,21:05:00,1772
1/23/2020,5:05:00,1695
1/23/2020,13:05:00,1711
1/23/2020,21:05:00,1787
1/24/2020,5:05:00,1647
1/24/2020,13:15:00,1801
1/24/2020,21:05:00,1711
1/25/2020,5:05:00,1695
1/25/2020,13:05:00,1772
1/25/2020,21:05:00,1726
1/26/2020,5:05:00,1695
1/26/2020,13:05:00,1711
1/26/2020,21:10:00,1726
1/27/2020,5:15:00,1663
1/27/2020,13:05:00,1860
1/27/2020,21:05:00,1615
1/28/2020,5:05:00,1663
1/28/2020,13:05:00,1741
1/28/2020,21:05:00,1679
1/29/2020,5:05:00,1679
1/29/2020,13:05:00,1860
1/29/2020,21:05:00,1816
1/30/2020,21:10:00,1615
1/31/2020,5:05:00,1631
1/31/2020,13:05:00,1679
1/31/2020,21:15:00,1679
2/1/2020,5:05:00,1663
2/1/2020,13:05:00,1581
2/1/2020,21:05:00,1631
2/2/2020,5:05:00,1631
2/2/2020,13:05:00,1631
2/2/2020,21:05:00,1647
2/3/2020,5:05:00,1564
2/3/2020,13:05:00,1663
2/3/2020,21:05:00,1631
2/4/2020,13:05:00,1647
2/4/2020,21:05:00,1663
2/5/2020,5:05:00,1581
2/5/2020,13:05:00,1663
2/6/2020,5:05:00,1679
2/6/2020,13:05:00,1679
2/6/2020,21:05:00,1679
2/7/2020,5:05:00,1757
2/7/2020,13:05:00,1711
2/7/2020,21:05:00,1647
2/8/2020,5:15:00,1679
2/8/2020,13:05:00,1663
2/8/2020,21:05:00,1547
2/9/2020,5:05:00,1615
2/9/2020,13:05:00,1663
2/10/2020,13:05:00,1495
2/10/2020,21:05:00,1513
2/11/2020,5:05:00,1513
2/11/2020,13:05:00,1495
2/11/2020,21:05:00,1530
2/12/2020,5:05:00,1615
2/12/2020,21:05:00,1598
2/13/2020,5:05:00,1726
2/13/2020,13:05:00,1631
2/13/2020,21:05:00,1631
2/14/2020,5:25:00,1598
2/14/2020,13:05:00,1695
2/14/2020,21:05:00,1615
2/15/2020,5:05:00,1711
2/15/2020,13:05:00,1631
2/15/2020,21:05:00,1581
2/16/2020,5:05:00,1581
2/16/2020,13:05:00,1615
2/18/2020,5:05:00,1647
2/18/2020,13:05:00,1631
2/19/2020,21:05:00,1679
2/20/2020,5:15:00,1741
2/20/2020,13:05:00,1581
2/20/2020,21:05:00,1564
2/21/2020,5:05:00,1663
2/21/2020,13:05:00,1695
2/21/2020,21:05:00,1711
2/22/2020,5:05:00,1695
2/23/2020,5:05:00,1711
2/23/2020,13:05:00,1741
2/23/2020,21:05:00,1663
2/24/2020,5:05:00,1679
2/24/2020,13:05:00,1741
2/24/2020,21:05:00,1757
2/25/2020,5:05:00,1663
2/25/2020,21:05:00,1663
2/26/2020,5:05:00,1647
2/26/2020,21:15:00,1695
2/27/2020,5:15:00,1772
2/27/2020,13:05:00,1741
2/27/2020,21:05:00,1663
2/28/2020,5:05:00,1598
2/28/2020,13:05:00,1615
2/28/2020,21:05:00,1631
2/29/2020,5:05:00,1615
2/29/2020,13:05:00,1631
2/29/2020,21:05:00,1513
3/1/2020,5:05:00,1615
3/1/2020,9:05:00,1711
3/1/2020,11:15:00,1726
3/1/2020,15:05:00,1902
3/1/2020,17:05:00,1663
3/1/2020,19:05:00,1581
3/1/2020,21:05:00,1772
3/1/2020,23:05:00,1647
3/2/2020,1:05:00,1530
3/2/2020,3:15:00,1615
3/2/2020,5:05:00,1615
3/2/2020,9:05:00,1787
3/2/2020,11:05:00,1598
3/2/2020,13:05:00,1615
3/2/2020,15:05:00,1631
3/2/2020,17:05:00,1615
3/2/2020,21:05:00,1581
3/3/2020,1:05:00,1581
3/3/2020,3:05:00,1598
3/3/2020,5:05:00,1663
3/3/2020,7:05:00,1663
3/3/2020,9:05:00,1547
3/3/2020,11:05:00,1598
3/3/2020,13:05:00,1564
3/3/2020,15:05:00,1663
3/3/2020,17:05:00,1547
3/3/2020,19:05:00,1564
3/3/2020,21:05:00,1598
3/3/2020,23:05:00,1513
3/4/2020,1:05:00,1615
3/4/2020,3:15:00,1598
3/4/2020,5:05:00,1581
3/4/2020,7:05:00,1547
3/4/2020,9:05:00,1695
3/4/2020,11:05:00,1564
3/4/2020,13:05:00,1564
3/4/2020,15:05:00,1530
3/4/2020,17:05:00,1695
3/4/2020,19:05:00,1598
3/4/2020,21:05:00,1615
3/4/2020,23:05:00,1615
3/5/2020,1:10:00,1631
3/5/2020,5:05:00,1598
3/5/2020,9:05:00,1663
3/5/2020,11:05:00,1547
3/5/2020,15:05:00,1663
3/5/2020,17:05:00,1831
3/5/2020,19:05:00,1581
3/5/2020,21:05:00,1598
3/5/2020,23:05:00,1711
3/6/2020,1:05:00,1726
3/6/2020,5:05:00,1631
3/6/2020,7:05:00,1581
3/6/2020,17:05:00,1647
3/6/2020,21:05:00,1598
3/6/2020,23:05:00,1757
3/7/2020,1:05:00,1726
3/7/2020,3:05:00,1631
3/7/2020,5:05:00,1741
3/7/2020,21:05:00,1513
3/8/2020,5:05:00,1787
3/8/2020,13:05:00,1647
3/8/2020,21:05:00,1695
3/9/2020,5:05:00,1564
3/9/2020,13:05:00,1787
3/10/2020,5:05:00,1757
3/10/2020,7:05:00,1845
3/10/2020,17:05:00,1695
3/11/2020,5:05:00,1695
3/11/2020,17:05:00,1711
3/12/2020,5:05:00,1711
3/12/2020,17:05:00,1631
3/13/2020,5:05:00,1757
3/13/2020,17:05:00,1581
3/14/2020,5:05:00,1631
3/14/2020,17:05:00,1384
3/15/2020,5:05:00,1679
3/15/2020,17:05:00,1581
3/16/2020,5:05:00,1663
3/16/2020,17:05:00,1711
3/17/2020,5:05:00,1547
3/17/2020,17:05:00,1598
3/18/2020,5:05:00,1663
3/18/2020,17:05:00,1598
3/19/2020,5:05:00,1741
3/19/2020,17:05:00,1581
3/20/2020,5:05:00,1530
3/20/2020,17:05:00,1598
3/21/2020,5:05:00,1679
3/21/2020,17:05:00,1581
3/22/2020,5:05:00,1598
3/22/2020,17:05:00,1581
3/23/2020,5:05:00,1564
3/23/2020,17:05:00,1564
3/24/2020,5:05:00,1598
3/24/2020,17:05:00,1631
3/25/2020,5:05:00,1547
3/25/2020,17:05:00,1757
3/26/2020,5:05:00,1564
3/26/2020,17:05:00,1581
3/27/2020,5:05:00,1631
3/28/2020,17:05:00,1477
3/29/2020,5:15:00,1547
3/29/2020,17:15:00,1547
3/30/2020,5:05:00,1663
3/30/2020,17:05:00,1663
3/31/2020,5:05:00,1679
3/31/2020,17:05:00,1495
4/1/2020,17:05:00,1615
4/3/2020,5:00:00,1615
4/3/2020,17:05:00,1547
4/4/2020,5:05:00,1598
4/4/2020,17:05:00,1663
4/5/2020,5:05:00,1631
4/5/2020,17:05:00,1581
4/6/2020,5:05:00,1726
4/6/2020,17:05:00,1647
4/7/2020,5:05:00,1647
4/7/2020,17:05:00,1615
4/8/2020,5:05:00,1547
4/8/2020,17:05:00,1615
4/9/2020,5:05:00,1615
4/10/2020,5:05:00,1581
4/10/2020,17:05:00,1598
4/11/2020,5:05:00,1564
4/11/2020,17:05:00,1513
4/12/2020,5:05:00,1547
4/12/2020,17:05:00,1547
4/13/2020,17:05:00,1615
4/14/2020,5:05:00,1581
4/14/2020,17:05:00,1598
4/15/2020,5:05:00,1581
4/15/2020,7:15:00,1581
4/15/2020,9:05:00,1615
4/15/2020,11:05:00,1598
4/15/2020,13:05:00,1513
4/15/2020,15:05:00,1530
4/15/2020,17:15:00,1564
4/15/2020,19:05:00,1495
4/15/2020,21:05:00,1598
4/15/2020,23:05:00,1564
4/16/2020,1:05:00,1581
4/16/2020,3:05:00,1581
4/16/2020,5:05:00,1564
4/16/2020,7:05:00,1581
4/16/2020,9:05:00,1581
4/16/2020,11:05:00,1581
4/16/2020,13:05:00,1598
4/16/2020,15:05:00,1581
4/16/2020,16:55:00,1615
4/16/2020,19:05:00,1615
4/16/2020,21:05:00,1530
4/16/2020,22:50:00,1547
4/17/2020,1:05:00,1530
4/17/2020,3:15:00,1581
4/17/2020,5:05:00,1598
4/17/2020,7:05:00,1631
4/17/2020,9:05:00,1631
4/17/2020,11:05:00,1647
4/17/2020,13:05:00,1581
4/17/2020,15:05:00,1615
4/17/2020,17:05:00,1547
4/17/2020,19:05:00,1615
4/17/2020,23:05:00,1647
4/18/2020,1:05:00,1631
4/18/2020,3:05:00,1615
4/18/2020,5:15:00,1598
4/18/2020,7:05:00,1631
4/18/2020,9:05:00,1631
4/18/2020,13:15:00,1663
4/18/2020,15:05:00,1631
4/18/2020,17:05:00,1631
4/18/2020,19:05:00,1564
4/18/2020,21:05:00,1598
4/18/2020,23:05:00,1679
4/19/2020,1:15:00,1679
4/19/2020,3:05:00,1647
4/19/2020,5:05:00,1647
4/19/2020,7:16:00,1647
4/19/2020,11:05:00,1598
4/19/2020,13:05:00,1598
4/19/2020,15:05:00,1615
4/19/2020,17:05:00,1647
4/19/2020,19:05:00,1581
4/19/2020,21:05:00,1581
4/20/2020,1:05:00,1598
4/20/2020,5:05:00,1631
4/20/2020,7:05:00,1422
4/20/2020,9:05:00,1598
4/20/2020,11:15:00,1598
4/20/2020,13:05:00,1647
4/20/2020,15:05:00,1615
4/20/2020,17:15:00,1581
4/20/2020,19:05:00,1647
4/20/2020,23:05:00,1647
5/3/2020,5:05:00,1547
5/3/2020,9:05:00,1631
5/3/2020,13:05:00,1647
5/3/2020,17:05:00,1581
5/3/2020,19:10:00,1564
5/3/2020,23:05:00,1631
5/4/2020,3:05:00,1631
5/4/2020,7:05:00,1647
5/4/2020,9:05:00,1695
5/4/2020,11:05:00,1564
5/4/2020,13:05:00,1647
5/4/2020,17:05:00,1615
5/4/2020,19:05:00,1615
5/4/2020,21:05:00,1647
5/4/2020,23:05:00,1631
5/5/2020,3:05:00,1631
5/5/2020,5:05:00,1631
5/5/2020,7:05:00,1581
5/5/2020,9:05:00,1598
5/5/2020,11:05:00,1647
5/5/2020,13:05:00,1663
5/5/2020,15:05:00,1647
5/5/2020,17:05:00,1598
5/5/2020,19:05:00,1663
5/5/2020,21:05:00,1647
5/5/2020,23:15:00,1647
5/6/2020,1:05:00,1581
5/6/2020,3:05:00,1615
5/6/2020,7:05:00,1598
5/6/2020,13:05:00,1647
5/6/2020,15:05:00,1631
5/6/2020,17:05:00,1711
5/6/2020,19:15:00,1711
5/6/2020,21:05:00,1663
5/6/2020,23:05:00,1631
5/7/2020,0:55:00,1726
5/7/2020,3:05:00,1679
5/7/2020,5:05:00,1615
5/7/2020,7:05:00,1547
5/7/2020,9:05:00,1547
5/7/2020,13:05:00,1679
5/7/2020,15:05:00,1663
5/7/2020,17:05:00,1679
5/7/2020,19:05:00,1711
5/7/2020,21:05:00,1757
5/7/2020,23:05:00,1757
5/8/2020,1:05:00,1726
5/8/2020,2:50:00,1663
5/8/2020,5:05:00,1647
5/8/2020,11:05:00,1663
5/8/2020,13:05:00,1581
5/9/2020,7:05:00,1221
5/9/2020,9:05:00,1440
5/9/2020,13:05:00,1631
5/9/2020,15:05:00,1598
5/9/2020,17:05:00,2089
5/9/2020,23:05:00,1663
5/10/2020,1:05:00,1679
5/10/2020,5:05:00,1679
5/10/2020,7:05:00,1679
5/10/2020,9:05:00,1663
5/10/2020,13:05:00,1679
5/10/2020,15:05:00,1495
5/10/2020,17:05:00,1711
5/10/2020,21:05:00,1581
5/10/2020,23:05:00,1695
5/11/2020,1:05:00,1663
5/11/2020,3:20:00,1581
5/11/2020,5:05:00,1631
5/11/2020,7:05:00,1663
5/11/2020,9:05:00,1615
5/11/2020,11:05:00,1663
5/11/2020,13:05:00,1695
5/11/2020,15:05:00,1384
5/11/2020,17:05:00,1631
5/11/2020,21:05:00,1711
5/11/2020,23:05:00,1695
5/12/2020,1:05:00,1663
5/12/2020,3:05:00,1647
5/12/2020,5:05:00,1711
5/12/2020,7:15:00,1647
5/12/2020,11:15:00,1663
5/12/2020,13:15:00,1695
5/12/2020,15:05:00,1679
5/12/2020,17:05:00,1695
5/12/2020,21:05:00,1631
5/13/2020,1:05:00,1631
5/13/2020,3:05:00,1663
5/13/2020,5:05:00,1741
5/13/2020,7:05:00,1679
5/13/2020,9:05:00,1663
5/13/2020,11:05:00,1547
5/13/2020,13:05:00,1631
5/13/2020,15:05:00,1631
5/13/2020,17:05:00,1615
5/13/2020,19:05:00,1615
5/13/2020,21:05:00,1647
5/13/2020,23:05:00,1631
5/14/2020,1:05:00,1711
5/14/2020,3:05:00,1598
5/14/2020,5:05:00,1598
5/14/2020,7:05:00,1530
5/14/2020,9:05:00,1153
5/14/2020,11:05:00,1598
5/14/2020,13:05:00,1598
5/14/2020,15:05:00,1631
5/14/2020,17:05:00,1663
5/14/2020,19:00:00,1581
5/14/2020,21:05:00,1679
5/14/2020,23:05:00,1598
5/15/2020,1:05:00,1647
5/15/2020,3:05:00,1679
5/15/2020,5:05:00,1679
5/15/2020,7:05:00,1615
5/15/2020,9:05:00,1647
5/15/2020,11:05:00,1530
5/15/2020,13:05:00,1663
5/15/2020,15:05:00,1647
5/15/2020,17:05:00,1726
5/15/2020,19:05:00,1711
5/15/2020,21:05:00,1711
5/16/2020,1:05:00,1495
5/16/2020,3:05:00,1631
5/16/2020,5:05:00,1647
5/16/2020,9:05:00,1679
5/16/2020,13:05:00,1581
5/16/2020,15:05:00,1495
5/16/2020,17:05:00,1547
5/16/2020,19:05:00,1547
5/16/2020,21:05:00,1695
5/16/2020,23:05:00,1598
5/17/2020,1:05:00,1631
5/17/2020,3:05:00,1695
5/17/2020,5:05:00,1711
5/17/2020,9:05:00,1663
5/17/2020,13:05:00,1631
5/17/2020,15:05:00,1631
5/17/2020,19:05:00,1663
5/17/2020,21:05:00,1663
5/17/2020,23:05:00,1679
5/18/2020,1:05:00,1564
5/18/2020,3:05:00,1663
5/18/2020,5:05:00,1631
5/18/2020,7:05:00,1631
5/18/2020,21:05:00,1618
5/18/2020,23:05:00,1752
5/19/2020,3:05:00,1595
5/19/2020,5:05:00,1686
5/19/2020,7:05:00,1708
5/19/2020,9:05:00,1708
5/19/2020,11:05:00,1641
5/19/2020,13:05:00,1595
5/19/2020,15:05:00,1664
5/19/2020,17:05:00,1664
5/19/2020,19:05:00,1708
5/19/2020,21:05:00,1595
5/19/2020,23:05:00,1664
5/20/2020,1:05:00,1395
5/20/2020,3:05:00,1572
5/20/2020,5:05:00,1664
5/20/2020,7:05:00,1664
5/20/2020,9:05:00,1595
5/20/2020,11:05:00,1548
5/20/2020,13:05:00,1664
5/20/2020,15:05:00,1686
5/20/2020,17:05:00,1686
5/20/2020,19:05:00,1664
5/20/2020,21:05:00,1708
5/21/2020,1:05:00,1664
5/21/2020,5:05:00,1730
5/21/2020,7:05:00,1686
5/21/2020,9:05:00,1708
5/21/2020,11:05:00,1595
5/21/2020,13:05:00,1752
5/21/2020,15:05:00,1523
5/21/2020,17:05:00,1708
5/21/2020,19:05:00,1752
5/21/2020,21:05:00,1686
5/22/2020,1:05:00,1664
5/22/2020,3:05:00,1686
5/22/2020,5:05:00,1686
5/22/2020,7:05:00,1618
5/22/2020,9:00:00,1641
5/22/2020,11:05:00,1641
5/22/2020,13:05:00,1752
5/22/2020,15:05:00,1618
5/22/2020,17:05:00,1686
5/22/2020,19:15:00,1618
5/22/2020,21:05:00,1340
5/22/2020,23:05:00,1708
5/23/2020,1:05:00,1708
5/23/2020,3:05:00,1708
5/23/2020,5:05:00,1708
5/23/2020,7:05:00,1664
5/23/2020,9:05:00,1641
5/23/2020,11:05:00,1664
5/23/2020,13:05:00,1708
5/23/2020,15:05:00,1686
5/23/2020,17:05:00,1618
5/23/2020,19:05:00,1708
5/23/2020,21:05:00,1730
5/23/2020,23:05:00,1835
5/24/2020,1:05:00,1730
5/24/2020,3:05:00,1686
5/24/2020,5:00:00,1641
5/24/2020,9:05:00,1708
5/24/2020,11:05:00,1664
5/24/2020,13:05:00,1686
5/24/2020,15:05:00,1664
5/24/2020,17:05:00,1618
5/24/2020,19:05:00,1595
5/24/2020,21:05:00,1752
5/24/2020,23:05:00,1664
5/25/2020,1:05:00,1664
5/25/2020,3:05:00,1664
5/25/2020,5:10:00,1641
5/25/2020,7:05:00,1664
5/25/2020,9:05:00,1664
5/25/2020,13:05:00,1686
5/25/2020,15:05:00,1664
5/25/2020,17:05:00,1664
5/25/2020,19:05:00,1664
5/25/2020,21:05:00,1686
5/25/2020,23:05:00,1641
5/26/2020,1:05:00,1664
5/26/2020,3:05:00,1523
5/26/2020,5:05:00,1708
5/26/2020,11:05:00,1752
5/26/2020,13:05:00,1708
5/26/2020,15:05:00,1708
5/26/2020,17:05:00,1730
5/26/2020,19:05:00,1708
5/26/2020,21:05:00,1773
5/26/2020,23:05:00,1686
5/27/2020,1:05:00,1664
5/27/2020,3:05:00,1708
5/27/2020,5:05:00,1523
5/27/2020,7:05:00,1473
5/27/2020,9:05:00,1523
5/27/2020,11:05:00,1473
5/27/2020,13:05:00,1498
5/27/2020,15:05:00,1523
5/27/2020,19:05:00,1548
5/27/2020,21:05:00,1498
5/27/2020,23:05:00,1498
5/28/2020,1:05:00,1618
5/28/2020,5:05:00,1686
5/28/2020,7:05:00,1776
5/28/2020,9:05:00,1791
5/28/2020,11:05:00,1761
5/28/2020,13:05:00,1761
5/28/2020,15:05:00,1791
5/28/2020,17:05:00,1791
5/28/2020,19:05:00,1746
5/28/2020,21:05:00,1716
5/28/2020,23:05:00,1731
5/29/2020,1:05:00,1716
5/29/2020,3:05:00,1700
5/29/2020,7:05:00,1700
5/29/2020,9:05:00,1746
5/29/2020,11:05:00,1805
5/29/2020,13:05:00,1776
5/29/2020,15:05:00,1588
5/29/2020,17:05:00,1588
5/29/2020,19:05:00,1588
5/29/2020,21:05:00,1669
5/29/2020,23:05:00,1685
5/30/2020,1:05:00,1700
5/30/2020,5:16:00,1700
5/30/2020,7:05:00,1653
5/30/2020,9:05:00,1669
5/30/2020,13:05:00,1685
5/30/2020,15:05:00,1746
5/30/2020,19:05:00,1716
5/30/2020,21:05:00,1731
5/30/2020,23:05:00,1685
5/31/2020,1:05:00,1700
5/31/2020,3:05:00,1669
5/31/2020,5:05:00,1669
5/31/2020,9:05:00,1637
5/31/2020,11:10:00,1685
5/31/2020,13:05:00,1761
5/31/2020,15:15:00,1746
5/31/2020,17:05:00,1776
5/31/2020,19:05:00,1805
5/31/2020,21:05:00,1716
5/31/2020,23:05:00,1716
6/1/2020,3:05:00,1761
6/1/2020,5:05:00,1716
6/1/2020,7:05:00,1669
6/1/2020,9:05:00,1637
6/1/2020,11:05:00,1653
6/1/2020,13:05:00,1700
6/1/2020,15:05:00,1731
6/1/2020,17:05:00,1700
6/1/2020,19:05:00,1700
6/1/2020,21:05:00,1776
6/1/2020,23:05:00,1791
6/2/2020,1:05:00,1776
6/2/2020,3:05:00,1776
6/2/2020,5:05:00,1805
6/2/2020,7:05:00,1791
6/2/2020,9:05:00,1791
6/2/2020,11:05:00,1820
6/2/2020,13:05:00,1761
6/2/2020,15:05:00,1731
6/2/2020,17:05:00,1834
6/2/2020,19:05:00,1776
6/2/2020,21:05:00,1791
6/2/2020,23:05:00,1848
6/3/2020,1:15:00,1805
6/3/2020,3:05:00,1776
6/3/2020,5:05:00,1746
6/3/2020,7:05:00,1805
6/3/2020,9:05:00,1834
6/3/2020,11:05:00,1877
6/3/2020,13:05:00,1746
6/3/2020,15:05:00,1731
6/3/2020,19:05:00,1776
6/3/2020,21:05:00,1776
6/3/2020,23:05:00,1820
6/4/2020,1:05:00,1776
6/4/2020,3:05:00,1805
6/4/2020,7:05:00,1791
6/4/2020,9:05:00,1805
6/4/2020,11:05:00,1805
6/4/2020,13:05:00,1820
6/4/2020,17:05:00,1685
6/4/2020,19:05:00,1731
6/4/2020,21:05:00,1791
6/4/2020,23:05:00,1746
6/5/2020,1:05:00,1761
6/5/2020,3:05:00,1731
6/5/2020,5:05:00,1791
6/5/2020,7:05:00,1761
6/5/2020,11:05:00,1746
6/5/2020,13:05:00,1761
6/5/2020,15:05:00,1805
6/5/2020,19:05:00,1746
6/5/2020,21:05:00,1791
6/5/2020,23:05:00,1820
6/6/2020,1:05:00,1848
6/6/2020,3:05:00,1820
6/6/2020,5:15:00,1877
6/6/2020,7:05:00,1791
6/6/2020,9:05:00,1805
6/6/2020,11:05:00,1848
6/6/2020,13:05:00,1820
6/6/2020,15:05:00,1820
6/6/2020,17:05:00,1791
6/6/2020,19:05:00,1805
6/6/2020,21:05:00,1761
6/6/2020,23:15:00,1746
6/7/2020,1:05:00,1776
6/7/2020,3:05:00,1685
6/7/2020,5:05:00,1731
6/7/2020,7:05:00,1776
6/7/2020,9:05:00,1791
6/7/2020,11:05:00,1805
6/7/2020,13:05:00,1731
6/7/2020,15:05:00,1746
6/7/2020,17:05:00,1776
6/7/2020,19:05:00,1834
6/7/2020,21:05:00,1834
6/7/2020,23:05:00,1791
6/8/2020,1:05:00,1746
6/8/2020,3:05:00,1685
6/8/2020,5:05:00,1746
6/8/2020,7:05:00,1685
6/8/2020,11:05:00,1700
6/8/2020,13:05:00,1761
6/8/2020,15:05:00,1761
6/8/2020,17:05:00,1791
6/8/2020,19:05:00,1746
6/8/2020,21:05:00,1820
6/9/2020,1:05:00,1761
6/9/2020,3:15:00,1791
6/9/2020,5:05:00,1746
6/9/2020,7:05:00,1716
6/9/2020,9:05:00,1731
6/9/2020,13:05:00,1761
6/9/2020,15:05:00,1653
6/9/2020,17:05:00,1776
6/9/2020,19:05:00,1716
6/9/2020,21:05:00,1791
6/9/2020,23:05:00,1685
6/10/2020,3:05:00,1746
6/10/2020,7:05:00,1700
6/10/2020,9:05:00,1761
6/10/2020,13:05:00,1731
6/10/2020,15:05:00,1653
6/10/2020,17:05:00,1716
6/10/2020,19:05:00,1700
6/10/2020,21:05:00,1776
6/10/2020,23:05:00,1776
6/11/2020,1:05:00,1716
6/11/2020,3:05:00,1716
6/11/2020,5:05:00,1848
6/11/2020,7:05:00,1746
6/11/2020,9:05:00,1731
6/11/2020,13:05:00,1731
6/11/2020,17:05:00,1731
6/11/2020,19:05:00,1731
6/11/2020,21:05:00,1776
6/11/2020,23:05:00,1731
6/12/2020,1:05:00,1761
6/12/2020,3:05:00,1776
6/12/2020,5:05:00,1776
6/12/2020,7:05:00,1731
6/12/2020,9:05:00,1685
6/12/2020,11:05:00,1746
6/12/2020,13:05:00,1716
6/12/2020,15:05:00,1700
6/12/2020,17:05:00,1555
6/12/2020,19:15:00,1716
6/12/2020,21:05:00,1761
6/12/2020,23:05:00,1746
6/13/2020,1:05:00,1746
6/13/2020,3:05:00,1776
6/13/2020,5:05:00,1761
6/13/2020,15:05:00,1776
6/13/2020,17:05:00,1761
6/13/2020,19:05:00,1805
6/13/2020,21:05:00,1761
6/13/2020,23:05:00,1776
6/14/2020,1:05:00,1731
6/14/2020,3:05:00,1746
6/14/2020,5:05:00,1746
6/14/2020,7:05:00,1776
6/14/2020,9:05:00,1776
6/14/2020,11:05:00,1746
6/14/2020,13:05:00,1805
6/14/2020,15:05:00,1776
6/14/2020,17:05:00,1746
6/14/2020,19:05:00,1791
6/14/2020,21:05:00,1776
6/14/2020,23:05:00,1746
6/15/2020,1:05:00,1746
6/15/2020,3:05:00,1805
6/15/2020,5:05:00,1746
6/15/2020,7:05:00,1791
6/15/2020,9:05:00,1653
6/15/2020,11:05:00,1731
6/15/2020,13:05:00,1805
6/15/2020,15:05:00,1746
6/15/2020,17:05:00,1731
6/15/2020,19:05:00,1731
6/15/2020,23:05:00,1746
6/16/2020,1:05:00,1700
6/16/2020,3:05:00,1746
6/16/2020,5:10:00,1805
6/16/2020,9:05:00,1653
6/16/2020,13:05:00,1791
6/16/2020,15:05:00,1700
6/16/2020,17:05:00,1791
6/16/2020,19:05:00,1776
6/16/2020,21:05:00,1805
6/17/2020,1:05:00,1746
6/17/2020,3:05:00,1761
6/17/2020,5:05:00,1746
6/17/2020,7:05:00,1746
6/17/2020,9:05:00,1731
6/17/2020,11:05:00,1761
